id,year,month,day
8493,2012,01,17
8494,1962,02,05
8495,1947,05,23
8496,1982,06,23
8497,1952,11,30
8498,2018,08,08
8499,1960,10,31
8500,1944,03,27
8501,1963,05,23
8502,1990,01,11
8503,1961,01,19
8504,1970,11,08
8505,1998,04,28
8506,1976,05,21
8507,1963,01,16
8508,1953,06,08
8509,1940,11,24
8510,1947,01,21
8511,1996,09,06
8512,2008,09,27
8513,1989,12,21
8514,1989,02,23
8515,2015,01,09
8516,2016,08,14
8517,1957,11,29
8518,1988,04,05
8519,1954,07,01
8520,1955,07,31
8521,1960,08,30
8522,1975,01,17
8523,1945,02,25
8524,1975,09,13
8525,1986,08,15
8526,1962,04,15
8527,1967,07,27
8528,1980,09,28
8529,1993,01,25
8530,1945,09,11
8531,1966,08,22
8532,1991,10,27
8533,1945,12,04
8534,2005,10,02
8535,1964,03,06
8536,1949,12,04
8537,1992,02,29
8538,1951,10,12
8539,1972,10,22
8540,2012,02,09
8541,1969,04,14
8542,1970,12,07
8543,1993,05,14
8544,1956,05,21
8545,2006,09,20
8546,1965,12,04
8547,2020,01,02
8548,1977,06,01
8549,1991,09,03
8550,1965,08,17
8551,1979,11,28
8552,2018,01,14
8553,1986,05,14
8554,1955,12,22
8555,1961,08,16
8556,2013,07,15
8557,1987,07,01
8558,1979,10,15
8559,1951,07,31
8560,2015,03,25
8561,1957,04,05
8562,1996,07,12
8563,2005,02,26
8564,2005,10,18
8565,1972,12,21
8566,1981,01,16
8567,1964,06,26
8568,1977,07,29
8569,2013,05,06
8570,1999,10,08
8571,1979,10,06
8572,1995,08,17
8573,2016,01,04
8574,1948,11,26
8575,2009,08,11
8576,1987,02,03
8577,1973,02,27
8578,1959,02,24
8579,2007,06,12
8580,1971,05,29
8581,1940,02,25
8582,1997,11,07
8583,1993,08,05
8584,1943,04,18
8585,1992,07,03
8586,1953,11,23
8587,1955,12,10
8588,2002,09,21
8589,2000,07,15
8590,1975,07,18
8591,2005,04,02
8592,1943,06,15
8593,1969,09,18
8594,1941,10,11
8595,2007,06,07
8596,1953,07,07
8597,1959,08,05
8598,1983,12,29
8599,1944,06,09
8600,1954,11,09
8601,1999,03,24
8602,2018,01,13
8603,2007,07,09
8604,1951,02,22
8605,2007,06,24
8606,1944,06,11
8607,1979,08,12
8608,1962,02,03
8609,1972,05,12
8610,2010,02,05
8611,1981,08,22
8612,2007,03,26
8613,1944,02,16
8614,1944,07,05
8615,1976,11,06
8616,1961,11,23
8617,1940,05,29
8618,1992,01,16
8619,2001,11,11
8620,1959,06,16
8621,1945,01,17
8622,1999,03,22
8623,1944,03,30
8624,1954,04,05
8625,1964,11,18
8626,2012,06,23
8627,1949,10,06
8628,1950,08,18
8629,1957,12,11
8630,1953,02,12
8631,2006,07,16
8632,1985,11,22
8633,1982,11,25
8634,1952,03,09
8635,1968,02,16
8636,1954,12,11
8637,1957,07,31
8638,1978,03,29
8639,1994,05,26
8640,2014,07,31
8641,1949,07,11
8642,1983,11,19
8643,1996,06,07
8644,1945,02,27
8645,1950,03,08
8646,1941,11,02
8647,1964,05,25
8648,1941,05,08
8649,1983,11,24
8650,1945,09,28
8651,1942,06,17
8652,1995,07,10
8653,1991,01,23
8654,1946,11,30
8655,1994,03,13
8656,2011,12,13
8657,2013,07,30
8658,1962,08,24
8659,1962,10,17
8660,1972,07,24
8661,2007,03,01
8662,2001,02,17
8663,1990,09,09
8664,1960,08,05
8665,1943,05,03
8666,1964,07,17
8667,1979,01,02
8668,1961,05,09
8669,1999,01,27
8670,1962,04,15
8671,1987,06,28
8672,1995,01,19
8673,1949,02,16
8674,1997,10,26
8675,1947,06,14
8676,2005,04,18
8677,2011,04,30
8678,1961,10,11
8679,2019,05,01
8680,2005,04,20
8681,1960,03,20
8682,1948,03,06
8683,1943,03,28
8684,1987,07,05
8685,1973,06,18
8686,1948,02,09
8687,1994,04,12
8688,1946,02,10
8689,1951,12,04
8690,1951,12,17
8691,2009,08,15
8692,1941,02,18
8693,1995,04,24
8694,1999,07,16
8695,1999,12,04
8696,2006,02,04
8697,1989,10,24
8698,2008,04,12
8699,1965,06,16
8700,1968,08,19
8701,1964,02,08
8702,1991,04,26
8703,2012,02,26
8704,1946,03,01
8705,1958,11,29
8706,1954,07,12
8707,1995,12,20
8708,1958,03,07
8709,2008,02,06
8710,1980,11,01
8711,1977,07,27
8712,1969,02,06
8713,1981,06,18
8714,1950,11,10
8715,1982,11,29
8716,1945,02,21
8717,1946,05,11
8718,1994,12,18
8719,2007,02,05
8720,1989,12,03
8721,1992,05,05
8722,1953,05,31
8723,2006,03,25
8724,2016,06,02
8725,2018,04,23
8726,1964,09,15
8727,1970,09,05
8728,1991,12,28
8729,2001,11,03
8730,1948,03,29
8731,1968,08,06
8732,2012,06,18
8733,1999,11,29
8734,1980,11,13
8735,1994,01,30
8736,1996,07,22
8737,1980,01,26
8738,1954,09,28
8739,1990,10,09
8740,2012,12,15
8741,1954,01,19
8742,1990,09,23
8743,1992,01,12
8744,1966,10,04
8745,1992,06,05
8746,1979,04,04
8747,1971,03,04
8748,2014,09,25
8749,1942,10,06
8750,2002,05,07
8751,2003,07,12
8752,2018,09,17
8753,1968,04,30
8754,2014,01,28
8755,2006,08,22
8756,1945,11,26
8757,2014,09,06
8758,1988,02,23
8759,2010,08,23
8760,1963,12,05
8761,2020,03,05
8762,2017,10,09
8763,2002,07,02
8764,1974,05,12
8765,1996,02,08
8766,1945,09,12
8767,1946,06,23
8768,1997,05,29
8769,2008,05,24
8770,1992,04,15
8771,1985,04,17
8772,2007,11,11
8773,2002,12,19
8774,2009,04,28
8775,1964,01,25
8776,1974,11,15
8777,1976,03,15
8778,1956,04,09
8779,1945,03,31
8780,1951,10,31
8781,1979,12,12
8782,2007,11,04
8783,1962,05,13
8784,1983,02,08
8785,1998,08,25
8786,1945,08,03
8787,1999,11,03
8788,1998,09,25
8789,2004,11,28
8790,1997,08,03
8791,1953,04,24
8792,1990,07,03
8793,1981,12,31
8794,1941,01,26
8795,2006,11,16
8796,2011,01,22
8797,1972,02,09
8798,1952,01,04
8799,2014,05,27
8800,1954,08,08
8801,1987,03,01
8802,1995,11,26
8803,1943,03,08
8804,2015,01,17
8805,1951,03,31
8806,1957,11,23
8807,1960,07,26
8808,1954,11,08
8809,1976,10,27
8810,1944,01,21
8811,1972,01,06
8812,1989,09,01
8813,2006,08,21
8814,2001,06,28
8815,2003,11,21
8816,1990,06,04
8817,2015,02,05
8818,1958,02,17
8819,2012,10,23
8820,1987,01,31
8821,1987,09,24
8822,2004,12,13
8823,1994,07,07
8824,2008,01,31
8825,1966,06,16
8826,1980,06,30
8827,1995,09,19
8828,2014,01,08
8829,1974,10,25
8830,2010,05,24
8831,1943,02,09
8832,1951,09,02
8833,1949,06,03
8834,1999,10,08
8835,1985,05,27
8836,2007,09,28
8837,1943,09,16
8838,1972,06,22
8839,2008,05,25
8840,1949,05,21
8841,1992,03,20
8842,1965,12,24
8843,1998,02,28
8844,1970,06,24
8845,1989,09,02
8846,1965,04,22
8847,1993,04,09
8848,1941,11,19
8849,1989,09,24
8850,1954,04,26
8851,1970,02,20
8852,1975,03,17
8853,1967,05,13
8854,2015,07,21
8855,2009,12,16
8856,1951,12,04
8857,1955,12,09
8858,2013,10,04
8859,1965,06,24
8860,1998,09,01
8861,1946,02,13
8862,1997,02,02
8863,1955,02,10
8864,2012,09,05
8865,1941,05,09
8866,2000,01,15
8867,2008,07,26
8868,2020,03,01
8869,2004,03,24
8870,1961,08,07
8871,1983,03,02
8872,1960,11,01
8873,1963,05,30
8874,1963,02,15
8875,1982,12,05
8876,1988,12,12
8877,1943,06,30
8878,1978,08,11
8879,1945,02,03
8880,2013,10,18
8881,1996,01,23
8882,1982,10,09
8883,1968,04,15
8884,1978,04,14
8885,1973,10,27
8886,1974,07,30
8887,2019,07,28
8888,1995,07,09
8889,1955,08,30
8890,2014,11,17
8891,1944,05,11
8892,2015,11,13
8893,1963,05,13
8894,1944,08,24
8895,2016,01,08
8896,1992,12,28
8897,1958,08,24
8898,1964,06,20
8899,1948,08,26
8900,1940,03,25
8901,2011,12,01
8902,1946,08,31
8903,2000,08,17
8904,1961,09,27
8905,1974,07,08
8906,1992,05,26
8907,1976,05,02
8908,2014,02,18
8909,2019,09,29
8910,1981,01,15
8911,1958,01,24
8912,1945,09,02
8913,2014,07,25
8914,1957,11,03
8915,1962,02,19
8916,1966,01,30
8917,2017,05,04
8918,2019,10,19
8919,2010,08,03
8920,1978,08,05
8921,1960,02,03
8922,1988,05,07
8923,1964,11,02
8924,1957,01,13
8925,1944,07,10
8926,1972,04,07
8927,2015,11,21
8928,1971,07,12
8929,2011,09,14
8930,1946,06,21
8931,1942,07,10
8932,2008,07,29
8933,1982,09,23
8934,1979,01,19
8935,1967,01,12
8936,1996,06,08
8937,2005,06,27
8938,1951,12,18
8939,2017,01,20
8940,2006,07,31
8941,2018,12,19
8942,1952,09,19
8943,1944,09,10
8944,1960,04,07
8945,1950,08,14
8946,2001,05,15
8947,1968,07,23
8948,2009,10,15
8949,1955,02,18
8950,1946,02,23
8951,1994,11,12
8952,1958,12,14
8953,1978,08,01
8954,1998,08,18
8955,1986,01,10
8956,1963,04,26
8957,1996,05,17
8958,2002,08,20
8959,1968,04,11
8960,1940,03,31
8961,2008,01,28
8962,1942,08,10
8963,1949,10,02
8964,2002,06,04
8965,1950,01,26
8966,1942,10,04
8967,2016,11,05
8968,2003,04,20
8969,1963,02,14
8970,2001,08,16
8971,2003,04,20
8972,1992,06,03
8973,1971,01,25
8974,1979,12,30
8975,1949,11,30
8976,1995,05,15
8977,1984,12,07
8978,1975,04,28
8979,1992,10,18
8980,1976,04,22
8981,1959,12,23
8982,1944,08,21
8983,1957,04,26
8984,1999,12,29
8985,1952,09,23
8986,1948,07,07
8987,2010,10,08
8988,2015,08,07
8989,1979,08,17
8990,1979,04,28
8991,2010,12,09
8992,1969,05,07
8993,1993,01,02
8994,2004,03,27
8995,2017,08,17
8996,1955,07,17
8997,1996,11,18
8998,2013,05,18
8999,2010,08,26
9000,1954,04,20
9001,1973,12,02
9002,1991,12,28
9003,1976,12,29
9004,2011,10,18
9005,1954,09,20
9006,2017,01,24
9007,1964,11,30
9008,1997,07,10
9009,1952,05,06
9010,2000,12,22
9011,1977,05,22
9012,1994,10,02
9013,2010,08,19
9014,1966,09,16
9015,1974,11,19
9016,2011,02,23
9017,2007,12,21
9018,1986,09,19
9019,1998,12,07
9020,1959,05,29
9021,2014,03,25
9022,1950,05,28
9023,1978,06,29
9024,1957,11,06
9025,2020,02,19
9026,1998,12,09
9027,2009,09,18
9028,1981,03,07
9029,1965,07,13
9030,1986,02,28
9031,1958,10,21
9032,1940,10,19
9033,1940,03,29
9034,1951,08,04
9035,1971,10,23
9036,1940,09,08
9037,1968,11,29
9038,2011,12,01
9039,1979,12,24
9040,1962,12,03
9041,1979,02,11
9042,2001,10,28
9043,2019,11,04
9044,1968,10,27
9045,1991,01,22
9046,1947,06,16
9047,1942,03,31
9048,2019,10,08
9049,1972,09,03
9050,2004,09,19
9051,1974,05,07
9052,1967,07,07
9053,1956,01,23
9054,2015,03,27
9055,1998,05,13
9056,1988,08,08
9057,1994,05,10
9058,1941,07,09
9059,1946,05,18
9060,1967,11,03
9061,1971,01,25
9062,1959,10,23
9063,1957,05,14
9064,1948,09,15
9065,2012,11,30
9066,1946,04,03
9067,1998,09,18
9068,1988,10,09
9069,2017,08,31
9070,2014,09,18
9071,1941,03,23
9072,1962,11,20
9073,1964,11,08
9074,1954,12,09
9075,1971,07,16
9076,1986,12,08
9077,1974,01,19
9078,1979,06,22
9079,2010,04,27
9080,1979,07,07
9081,2007,06,02
9082,2016,01,01
9083,2007,06,28
9084,2013,03,13
9085,1984,09,30
9086,2003,10,14
9087,1989,11,24
9088,1950,07,29
9089,1969,08,30
9090,2007,05,30
9091,2019,12,16
9092,1972,03,10
9093,1972,01,25
9094,1943,08,17
9095,1962,12,19
9096,2017,04,18
9097,1975,08,23
9098,2007,04,13
9099,2018,07,31
9100,1941,10,28
9101,2015,01,22
9102,1955,09,08
9103,2001,12,05
9104,2010,06,09
9105,1952,12,11
9106,1970,03,02
9107,1952,11,16
9108,1979,03,12
9109,1966,05,21
9110,1995,08,19
9111,1960,07,13
9112,1993,12,04
9113,2019,09,01
9114,1967,09,05
9115,1943,05,22
9116,1945,09,13
9117,1960,02,23
9118,1971,06,29
9119,1978,09,03
9120,1945,12,22
9121,2013,07,27
9122,1989,09,21
9123,1970,08,01
9124,1945,08,07
9125,1984,12,18
9126,1945,10,22
9127,1949,04,01
9128,2014,01,24
9129,1954,04,25
9130,1972,04,24
9131,1976,02,06
9132,1945,11,17
9133,2009,09,05
9134,2006,11,11
9135,1983,07,30
9136,1960,10,23
9137,2003,02,10
9138,2008,12,14
9139,1985,03,12
9140,1974,06,11
9141,1983,05,06
9142,1959,08,23
9143,1963,08,14
9144,1977,07,03
9145,1986,02,06
9146,2012,06,11
9147,2017,10,07
9148,1994,12,06
9149,1972,05,19
9150,1948,11,25
9151,2006,02,15
9152,2010,05,03
9153,1943,01,19
9154,1942,09,25
9155,1949,08,13
9156,2005,11,16
9157,1985,06,02
9158,1961,09,06
9159,2005,01,25
9160,1991,03,25
9161,1952,03,04
9162,1993,11,28
9163,1943,02,21
9164,1975,08,05
9165,1964,02,15
9166,1995,04,21
9167,1999,02,22
9168,1988,07,28
9169,2005,06,01
9170,2000,03,25
9171,1996,08,15
9172,1977,11,16
9173,1947,11,04
9174,1943,08,04
9175,1949,01,06
9176,1988,11,21
9177,1980,02,05
9178,1962,05,09
9179,1944,05,11
9180,1952,09,09
9181,1987,01,22
9182,1990,05,14
9183,1960,04,27
9184,1992,11,27
9185,2014,06,10
9186,1958,03,13
9187,1947,04,23
9188,2003,04,12
9189,1993,11,12
9190,2012,11,02
9191,2016,01,06
9192,1975,07,29
9193,2016,09,03
9194,1976,02,02
9195,1994,07,18
9196,1979,04,16
9197,1944,11,19
9198,1988,04,22
9199,1972,04,26
9200,1980,07,04
9201,2011,03,20
9202,1969,09,09
9203,2006,10,29
9204,1969,03,31
9205,1961,05,13
9206,1991,03,16
9207,1946,04,21
9208,1942,08,09
9209,1957,08,16
9210,1976,11,24
9211,1956,03,05
9212,2014,07,26
9213,1964,11,20
9214,1958,02,05
9215,1980,03,02
9216,1998,12,23
9217,1976,06,24
9218,2001,04,30
9219,1957,04,25
9220,1961,08,15
9221,1987,02,27
9222,1955,09,07
9223,1960,07,27
9224,1982,06,28
9225,1995,01,05
9226,1955,10,13
9227,1993,10,22
9228,1999,08,21
9229,1960,10,20
9230,1987,10,04
9231,1972,10,22
9232,1993,08,28
9233,1972,07,03
9234,1976,05,11
9235,1956,09,23
9236,1979,04,19
9237,1958,03,21
9238,1949,10,19
9239,2008,10,30
9240,1968,10,15
9241,1962,02,23
9242,2005,08,18
9243,1984,10,24
9244,1998,05,09
9245,1965,01,12
9246,1954,11,05
9247,1941,01,20
9248,1977,03,27
9249,1974,12,01
9250,1965,12,12
9251,1950,08,24
9252,2001,05,13
9253,2001,02,09
9254,1961,06,23
9255,1972,10,25
9256,1952,12,07
9257,1964,07,08
9258,1980,02,12
9259,2002,07,07
9260,1972,09,28
9261,1980,07,30
9262,1989,11,20
9263,1962,07,30
9264,1941,04,16
9265,1999,03,01
9266,1946,06,19
9267,2007,06,11
9268,1960,11,21
9269,1943,05,23
9270,1963,11,02
9271,2009,08,05
9272,1966,10,18
9273,1949,05,31
9274,1965,12,01
9275,1992,05,31
9276,2018,07,07
9277,1949,11,15
9278,1970,08,14
9279,2008,08,24
9280,2011,11,07
9281,1948,01,17
9282,1963,12,30
9283,2009,01,08
9284,1969,12,28
9285,1979,12,21
9286,1977,11,05
9287,2009,02,03
9288,1996,06,04
9289,1972,09,22
9290,2013,12,26
9291,1956,08,29
9292,1995,05,28
9293,1984,12,02
9294,1978,11,30
9295,1998,02,04
9296,1966,10,01
9297,1959,12,11
9298,1955,01,05
9299,2001,07,04
9300,1946,06,26
9301,1950,03,09
9302,1953,11,08
9303,1946,05,01
9304,1970,04,25
9305,1946,05,09
9306,1994,10,16
9307,1997,11,27
9308,1949,11,09
9309,2004,01,30
9310,2007,03,16
9311,2013,10,25
9312,1980,12,18
9313,1994,04,07
9314,2018,11,08
9315,2007,03,12
9316,1989,10,24
9317,1948,07,01
9318,1989,02,27
9319,2007,07,16
9320,2013,03,23
9321,1976,09,06
9322,2012,02,07
9323,1959,10,30
9324,1940,11,11
9325,1986,12,30
9326,1965,01,27
9327,1989,05,19
9328,1949,05,22
9329,1942,07,01
9330,1984,10,27
9331,1947,08,25
9332,1942,01,14
9333,1997,01,19
9334,2014,11,21
9335,2009,05,08
9336,1974,05,25
9337,1998,02,16
9338,1944,05,15
9339,2003,01,13
9340,1991,07,13
9341,2002,01,18
9342,1998,09,17
9343,2009,01,01
9344,1957,12,31
9345,1991,04,01
9346,1947,01,11
9347,1972,02,14
9348,1974,04,28
9349,2002,10,30
9350,1998,01,21
9351,2011,02,02
9352,1968,11,17
9353,1989,04,04
9354,1940,06,09
9355,1943,04,28
9356,1966,06,11
9357,1991,11,03
9358,2018,12,03
9359,1995,06,02
9360,1966,01,10
9361,1951,03,19
9362,2019,01,10
9363,1983,09,06
9364,1972,11,03
9365,1991,12,11
9366,1981,06,16
9367,2000,03,30
9368,1985,03,20
9369,1947,11,24
9370,1999,07,01
9371,1978,03,08
9372,2009,03,03
9373,2018,07,30
9374,1970,12,10
9375,1992,09,06
9376,2002,10,02
9377,1986,02,25
9378,1964,12,04
9379,2001,07,31
9380,2011,05,06
9381,1955,09,11
9382,1956,12,22
9383,2004,06,07
9384,2008,06,13
9385,1943,02,16
9386,1946,01,17
9387,1973,11,06
9388,1967,06,26
9389,1991,09,16
9390,1968,03,16
9391,1940,06,08
9392,1955,08,22
9393,1954,10,23
9394,2006,01,27
9395,2012,05,19
9396,1962,01,23
9397,1987,03,26
9398,2008,08,03
9399,1971,09,15
9400,2005,11,05
9401,1973,04,19
9402,2009,12,14
9403,1990,06,11
9404,1945,04,05
9405,2012,07,08
9406,1945,07,12
9407,1945,01,25
9408,2017,09,02
9409,1997,06,26
9410,1998,12,25
9411,2011,02,23
9412,1979,11,19
9413,1955,10,28
9414,1948,02,08
9415,1948,07,24
9416,1946,01,09
9417,2002,09,06
9418,1987,09,27
9419,1981,03,23
9420,2019,09,19
9421,2008,08,14
9422,2006,06,15
9423,1993,11,01
9424,1999,07,28
9425,2000,01,12
9426,1952,12,02
9427,1990,04,20
9428,2013,06,06
9429,2005,04,30
9430,1993,04,05
9431,1967,04,07
9432,1993,10,29
9433,1974,12,09
9434,1979,09,04
9435,1970,05,27
9436,1981,09,16
9437,1979,04,10
9438,1998,04,11
9439,1970,11,06
9440,1970,11,15
9441,1978,04,01
9442,1979,01,28
9443,1949,02,19
9444,1956,08,31
9445,1999,08,05
9446,1995,06,29
9447,1989,02,27
9448,2012,01,31
9449,1966,09,03
9450,2001,03,17
9451,1978,10,26
9452,1949,12,08
9453,2005,12,14
9454,1971,11,17
9455,1945,07,16
9456,1979,04,20
9457,2018,11,14
9458,1959,12,28
9459,2007,11,02
9460,1975,11,15
9461,1980,04,28
9462,1982,03,11
9463,2017,09,27
9464,1984,06,21
9465,2009,05,31
9466,1961,05,05
9467,1984,03,12
9468,1940,08,29
9469,1993,05,15
9470,1983,11,01
9471,1942,04,23
9472,1965,03,16
9473,2007,08,25
9474,1946,05,13
9475,1947,02,01
9476,1967,06,13
9477,2019,12,19
9478,2006,04,10
9479,2014,04,20
9480,1997,11,28
9481,1966,10,03
9482,1970,11,19
9483,1950,02,17
9484,1995,05,07
9485,1975,12,22
9486,1996,03,08
9487,2015,04,30
9488,1971,12,13
9489,1953,11,20
9490,2014,12,18
9491,1999,09,15
9492,1972,06,28
9493,1948,07,13
9494,1981,07,09
9495,1941,07,09
9496,1964,02,12
9497,1994,10,09
9498,1990,12,18
9499,1967,08,28
9500,1948,01,07
9501,2009,08,27
9502,1989,06,02
9503,1942,07,14
9504,1966,02,05
9505,1991,05,18
9506,2001,11,16
9507,2000,08,18
9508,1944,09,11
9509,1990,08,13
9510,1968,09,05
9511,1991,08,12
9512,1976,06,28
9513,1976,04,30
9514,1952,09,16
9515,2006,09,13
9516,1955,04,19
9517,2017,11,19
9518,2007,12,03
9519,1948,03,20
9520,2012,06,17
9521,2004,08,02
9522,1988,04,22
9523,1977,12,23
9524,1991,11,03
9525,2005,04,24
9526,1948,03,04
9527,2007,08,06
9528,2013,09,16
9529,1980,10,13
9530,1993,02,26
9531,2019,01,16
9532,2017,06,12
9533,1960,07,29
9534,1968,04,23
9535,2005,09,26
9536,1953,07,08
9537,1969,02,16
9538,1966,05,20
9539,2014,06,23
9540,1997,10,29
9541,2008,05,03
9542,1972,10,06
9543,1964,05,13
9544,1969,07,26
9545,2018,07,16
9546,1974,02,22
9547,2014,11,29
9548,1952,09,17
9549,2006,04,21
9550,1951,12,05
9551,1995,09,13
9552,1966,02,27
9553,1981,01,30
9554,1959,08,14
9555,1951,08,11
9556,1986,11,01
9557,1965,08,13
9558,1988,08,05
9559,1984,12,06
9560,1941,08,21
9561,1941,07,07
9562,1971,06,11
9563,2005,04,26
9564,1996,05,14
9565,1947,11,06
9566,2004,08,18
9567,1968,02,21
9568,2015,03,31
9569,1940,05,13
9570,1987,03,20
9571,1944,12,06
9572,1963,07,12
9573,1978,08,08
9574,1962,06,02
9575,1961,02,15
9576,1993,06,07
9577,2002,01,17
9578,1950,04,05
9579,1966,08,25
9580,2004,04,04
9581,2007,01,10
9582,1961,12,18
9583,1971,04,06
9584,1943,03,03
9585,1951,03,09
9586,1963,12,09
9587,2012,11,17
9588,2016,03,31
9589,1999,08,28
9590,2004,06,19
9591,1941,03,29
9592,1976,08,23
9593,1973,02,11
9594,1966,05,31
9595,1964,06,25
9596,2002,06,07
9597,1962,11,10
9598,1987,01,30
9599,1975,06,09
9600,1995,08,19
9601,1991,02,20
9602,1992,09,30
9603,1947,03,30
9604,1996,12,10
9605,2012,11,15
9606,1949,09,09
9607,1973,01,07
9608,2010,08,13
9609,1941,03,01
9610,1945,06,06
9611,1967,12,14
9612,2012,01,15
9613,1987,06,18
9614,2015,12,08
9615,1995,03,19
9616,1963,10,10
9617,2006,01,24
9618,1971,05,03
9619,2015,10,11
9620,2017,05,27
9621,2000,04,04
9622,1989,08,07
9623,2010,04,23
9624,1994,02,17
9625,1983,11,01
9626,1965,05,15
9627,1946,08,17
9628,2003,03,21
9629,2006,02,24
9630,1987,02,15
9631,1966,11,16
9632,2011,05,21
9633,1981,06,08
9634,1985,01,30
9635,1981,12,25
9636,1943,04,27
9637,1990,05,15
9638,1997,02,17
9639,2014,09,16
9640,1947,02,09
9641,2005,06,01
9642,1997,06,06
9643,1954,07,27
9644,2005,03,27
9645,2010,08,10
9646,1983,10,19
9647,1985,11,01
9648,1966,10,05
9649,1953,04,17
9650,1941,05,07
9651,1948,02,10
9652,1958,09,16
9653,1993,04,16
9654,1949,05,11
9655,1943,06,08
9656,1977,07,20
9657,2016,03,19
9658,1946,08,12
9659,1976,05,11
9660,2010,05,30
9661,1941,05,29
9662,1960,10,31
9663,1990,07,10
9664,1957,04,30
9665,1964,12,01
9666,2019,04,24
9667,1973,11,02
9668,1965,09,12
9669,1970,01,11
9670,1971,06,21
9671,1968,06,13
9672,1997,04,04
9673,1981,08,29
9674,1994,03,27
9675,2009,08,29
9676,1996,10,30
9677,1957,01,27
9678,1940,12,17
9679,1960,11,15
9680,1953,02,28
9681,1962,02,08
9682,1983,02,15
9683,1965,09,03
9684,1998,05,01
9685,1945,12,30
9686,1940,06,02
9687,1998,01,23
9688,1962,09,08
9689,2016,08,09
9690,1941,10,13
9691,1957,08,17
9692,2016,09,05
9693,2013,05,20
9694,1988,12,20
9695,2017,06,02
9696,1954,07,24
9697,2010,10,29
9698,1980,07,21
9699,1968,04,09
9700,2014,12,31
9701,1984,02,18
9702,1953,02,26
9703,1959,04,16
9704,1970,12,24
9705,2019,03,05
9706,1977,04,10
9707,1953,08,23
9708,2006,05,08
9709,1955,01,24
9710,2006,02,17
9711,1974,01,19
9712,1993,09,23
9713,1971,06,19
9714,1964,03,08
9715,2007,05,01
9716,2002,07,19
9717,1986,05,30
9718,1977,12,11
9719,1991,03,27
9720,2018,03,27
9721,1970,07,14
9722,1950,06,03
9723,2012,09,04
9724,2019,09,08
9725,1983,08,27
9726,1954,03,03
9727,1951,12,11
9728,2000,11,24
9729,2019,08,06
9730,1951,10,20
9731,1996,11,17
9732,1941,07,24
9733,1963,10,18
9734,1944,02,25
9735,1979,06,26
9736,1952,11,11
9737,1942,11,27
9738,1966,06,15
9739,1944,01,02
9740,1959,10,09
9741,1946,04,02
9742,1990,03,07
9743,1960,10,24
9744,1993,02,13
9745,1984,12,23
9746,1995,10,24
9747,1990,03,11
9748,1973,10,27
9749,2007,06,30
9750,1995,06,04
9751,1976,12,21
9752,1999,09,24
9753,1988,04,25
9754,2007,04,24
9755,1967,07,04
9756,1995,10,02
9757,2000,05,22
9758,2006,11,02
9759,1996,09,01
9760,1984,07,25
9761,1959,01,09
9762,2011,02,14
9763,1967,04,14
9764,2010,08,08
9765,2013,08,22
9766,1999,01,04
9767,1944,01,10
9768,1974,09,04
9769,1959,05,13
9770,1953,08,14
9771,2000,12,18
9772,2002,11,06
9773,2000,01,26
9774,2001,06,08
9775,1970,04,23
9776,1992,08,31
9777,1964,05,06
9778,1940,04,05
9779,1974,07,13
9780,2019,03,26
9781,1973,12,24
9782,1974,10,03
9783,1992,02,04
9784,1968,05,27
9785,1943,09,23
9786,1989,04,19
9787,1941,07,29
9788,1950,10,12
9789,1942,06,14
9790,2018,06,05
9791,2010,07,23
9792,1965,10,15
9793,1954,12,28
9794,1980,03,21
9795,2019,03,06
9796,1978,09,30
9797,1973,09,20
9798,2013,05,13
9799,1949,11,14
9800,1968,04,09
9801,2005,08,06
9802,1979,06,22
9803,1993,10,03
9804,1968,10,23
9805,1956,08,12
9806,1982,12,07
9807,1962,10,06
9808,2003,11,17
9809,2017,06,23
9810,2004,06,09
9811,1978,02,16
9812,2006,11,12
9813,1952,05,03
9814,1993,02,01
9815,1942,06,12
9816,2009,07,24
9817,1962,09,11
9818,2000,02,23
9819,1943,11,27
9820,1969,03,21
9821,1969,10,22
9822,1999,06,03
9823,2006,07,04
9824,1974,05,18
9825,1975,09,11
9826,1983,01,19
9827,2004,12,25
9828,1942,10,08
9829,1980,02,24
9830,1976,04,03
9831,1973,05,30
9832,1940,07,03
9833,1989,07,18
9834,1965,12,16
9835,2013,06,19
9836,1970,03,25
9837,1940,09,09
9838,1945,01,09
9839,1945,05,04
9840,1959,11,21
9841,2011,03,12
9842,1999,02,26
9843,1980,09,09
9844,2010,10,31
9845,1969,05,05
9846,1956,11,02
9847,1998,08,09
9848,2019,10,14
9849,2012,09,15
9850,1992,05,12
9851,1965,03,24
9852,1995,04,12
9853,1980,05,16
9854,2007,01,25
9855,2007,01,26
9856,1959,11,23
9857,1941,03,17
9858,1985,03,28
9859,1987,07,12
9860,1975,05,31
9861,2002,02,23
9862,2013,12,08
9863,1959,03,17
9864,2001,05,03
9865,1991,03,03
9866,1968,05,03
9867,1955,09,05
9868,1975,03,23
9869,2006,10,20
9870,1984,10,06
9871,1940,02,05
9872,1992,01,27
9873,1952,09,02
9874,1941,07,05
9875,1965,01,22
9876,1969,09,25
9877,2000,01,08
9878,1959,04,28
9879,1947,02,20
9880,1999,09,28
9881,2004,04,20
9882,1960,08,27
9883,1987,07,08
9884,1988,03,31
9885,2001,06,03
9886,1951,08,11
9887,1964,12,02
9888,2009,01,20
9889,1940,10,12
9890,2017,02,05
9891,1955,03,09
